business_unit,month,service,workload_count,allocated_cost_gbp,share_of_bu_pct,variance_vs_prior_month_pct
Digital Channels,2025-12-01,Tomcat,2,688.18,1.32,6.94
Digital Channels,2025-12-01,Veeam Backup,1,76.51,0.15,8.56
Digital Channels,2025-12-01,WebSphere Application Server,1,192.19,0.37,8.5
Digital Channels,2025-12-01,Windows Server,1,536.09,1.03,3.94
Digital Channels,2025-12-01,z/OS Connect,1,881.7,1.69,15.32
Digital Channels,2026-01-01,Active Directory,2,487.72,1.0,-0.08
Digital Channels,2026-01-01,CICS Transaction Server,4,12116.81,24.81,-8.5
Digital Channels,2026-01-01,COBOL Batch,3,8496.24,17.4,-4.95
Digital Channels,2026-01-01,Container Registry,1,306.58,0.63,-0.09
Digital Channels,2026-01-01,Content Delivery,1,807.41,1.65,1.73
Digital Channels,2026-01-01,Data Warehouse,1,165.02,0.34,0.74
Digital Channels,2026-01-01,F5 Load Balancing,1,394.33,0.81,-1.06
Digital Channels,2026-01-01,JCL Scheduler,1,4454.14,9.12,-5.73
Digital Channels,2026-01-01,MQ for z/OS,2,4918.14,10.07,-7.58
Digital Channels,2026-01-01,Machine Learning Platform,1,174.68,0.36,0.21
Digital Channels,2026-01-01,Managed PostgreSQL,1,42.96,0.09,0.0
Digital Channels,2026-01-01,Managed Redis,1,234.95,0.48,2.22
Digital Channels,2026-01-01,Nagios Monitoring,2,529.9,1.09,-1.33
Digital Channels,2026-01-01,NetApp Storage,3,2339.51,4.79,-1.94
Digital Channels,2026-01-01,Red Hat Enterprise Linux,1,52.36,0.11,-3.71
Digital Channels,2026-01-01,SMF Analytics,2,2932.94,6.01,-8.11
Digital Channels,2026-01-01,SQL Server,1,397.1,0.81,-5.34
Digital Channels,2026-01-01,Streaming Ingest,1,163.66,0.34,-3.62
Digital Channels,2026-01-01,Sysplex Coupling,2,4961.47,10.16,-5.58
Digital Channels,2026-01-01,Tape Virtualisation,1,2567.5,5.26,-13.44
Digital Channels,2026-01-01,Tomcat,2,678.85,1.39,-1.36
Digital Channels,2026-01-01,Veeam Backup,1,73.32,0.15,-4.17
Digital Channels,2026-01-01,WebSphere Application Server,1,189.37,0.39,-1.47
Digital Channels,2026-01-01,Windows Server,1,522.83,1.07,-2.47
Digital Channels,2026-01-01,z/OS Connect,1,824.3,1.69,-6.51
Digital Channels,2026-02-01,Active Directory,2,448.97,1.03,-7.95
Digital Channels,2026-02-01,CICS Transaction Server,4,10999.81,25.14,-9.22
Digital Channels,2026-02-01,COBOL Batch,3,7419.12,16.96,-12.68
Digital Channels,2026-02-01,Container Registry,1,287.76,0.66,-6.14
Digital Channels,2026-02-01,Content Delivery,1,682.76,1.56,-15.44
Digital Channels,2026-02-01,Data Warehouse,1,148.84,0.34,-9.8
Digital Channels,2026-02-01,F5 Load Balancing,1,344.75,0.79,-12.57
Digital Channels,2026-02-01,JCL Scheduler,1,3928.69,8.98,-11.8
Digital Channels,2026-02-01,MQ for z/OS,2,4426.89,10.12,-9.99
Digital Channels,2026-02-01,Machine Learning Platform,1,150.86,0.34,-13.64
Digital Channels,2026-02-01,Managed PostgreSQL,1,39.53,0.09,-7.98
Digital Channels,2026-02-01,Managed Redis,1,215.13,0.49,-8.44
Digital Channels,2026-02-01,Nagios Monitoring,2,488.68,1.12,-7.78
Digital Channels,2026-02-01,NetApp Storage,3,2159.41,4.94,-7.7
Digital Channels,2026-02-01,Red Hat Enterprise Linux,1,46.94,0.11,-10.35
Digital Channels,2026-02-01,SMF Analytics,2,2596.49,5.94,-11.47
Digital Channels,2026-02-01,SQL Server,1,364.85,0.83,-8.12
Digital Channels,2026-02-01,Streaming Ingest,1,149.65,0.34,-8.56
Digital Channels,2026-02-01,Sysplex Coupling,2,4389.11,10.03,-11.54
Digital Channels,2026-02-01,Tape Virtualisation,1,2448.89,5.6,-4.62
Digital Channels,2026-02-01,Tomcat,2,621.91,1.42,-8.39
Digital Channels,2026-02-01,Veeam Backup,1,66.26,0.15,-9.63
Digital Channels,2026-02-01,WebSphere Application Server,1,167.48,0.38,-11.56
Digital Channels,2026-02-01,Windows Server,1,453.81,1.04,-13.2
Digital Channels,2026-02-01,z/OS Connect,1,701.91,1.6,-14.85
Digital Channels,2026-03-01,Active Directory,2,492.11,0.97,9.61
Digital Channels,2026-03-01,CICS Transaction Server,4,12680.51,24.94,15.28
Digital Channels,2026-03-01,COBOL Batch,3,8711.22,17.13,17.42
Digital Channels,2026-03-01,Container Registry,1,311.77,0.61,8.34
Digital Channels,2026-03-01,Content Delivery,1,781.72,1.54,14.49
Digital Channels,2026-03-01,Data Warehouse,1,165.17,0.32,10.97
Digital Channels,2026-03-01,F5 Load Balancing,1,396.63,0.78,15.05
Digital Channels,2026-03-01,JCL Scheduler,1,4751.69,9.34,20.95
Digital Channels,2026-03-01,MQ for z/OS,2,5245.6,10.32,18.49
Digital Channels,2026-03-01,Machine Learning Platform,1,173.4,0.34,14.94
Digital Channels,2026-03-01,Managed PostgreSQL,1,42.83,0.08,8.35
Digital Channels,2026-03-01,Managed Redis,1,224.74,0.44,4.47
Digital Channels,2026-03-01,Nagios Monitoring,2,532.4,1.05,8.95
Digital Channels,2026-03-01,NetApp Storage,3,2405.21,4.73,11.38
Digital Channels,2026-03-01,Red Hat Enterprise Linux,1,53.82,0.11,14.66
Digital Channels,2026-03-01,SMF Analytics,2,3048.42,5.99,17.41
Digital Channels,2026-03-01,SQL Server,1,400.78,0.79,9.85
Digital Channels,2026-03-01,Streaming Ingest,1,164.36,0.32,9.83
Digital Channels,2026-03-01,Sysplex Coupling,2,5175.39,10.18,17.91
Digital Channels,2026-03-01,Tape Virtualisation,1,2784.83,5.48,13.72
Digital Channels,2026-03-01,Tomcat,2,677.05,1.33,8.87
Digital Channels,2026-03-01,Veeam Backup,1,72.83,0.14,9.92
Digital Channels,2026-03-01,WebSphere Application Server,1,188.93,0.37,12.81
Digital Channels,2026-03-01,Windows Server,1,520.91,1.02,14.79
Digital Channels,2026-03-01,z/OS Connect,1,847.76,1.67,20.78
Digital Channels,2026-04-01,Active Directory,2,467.26,0.98,-5.05
Digital Channels,2026-04-01,CICS Transaction Server,4,11930.81,25.01,-5.91
Digital Channels,2026-04-01,COBOL Batch,3,8172.1,17.13,-6.19
Digital Channels,2026-04-01,Container Registry,1,301.42,0.63,-3.32
Digital Channels,2026-04-01,Content Delivery,1,781.6,1.64,-0.02
Digital Channels,2026-04-01,Data Warehouse,1,154.79,0.32,-6.28
Digital Channels,2026-04-01,F5 Load Balancing,1,366.47,0.77,-7.6
Digital Channels,2026-04-01,JCL Scheduler,1,4303.61,9.02,-9.43
Digital Channels,2026-04-01,MQ for z/OS,2,4904.13,10.28,-6.51
Digital Channels,2026-04-01,Machine Learning Platform,1,167.13,0.35,-3.62
Digital Channels,2026-04-01,Managed PostgreSQL,1,42.84,0.09,0.02
Digital Channels,2026-04-01,Managed Redis,1,221.2,0.46,-1.58
Digital Channels,2026-04-01,Nagios Monitoring,2,519.38,1.09,-2.45
Digital Channels,2026-04-01,NetApp Storage,3,2321.96,4.87,-3.46
Digital Channels,2026-04-01,Red Hat Enterprise Linux,1,52.01,0.11,-3.36
Digital Channels,2026-04-01,SMF Analytics,2,2801.34,5.87,-8.11
Digital Channels,2026-04-01,SQL Server,1,402.44,0.84,0.41
Digital Channels,2026-04-01,Streaming Ingest,1,164.98,0.35,0.38
Digital Channels,2026-04-01,Sysplex Coupling,2,4769.57,10.0,-7.84
Digital Channels,2026-04-01,Tape Virtualisation,1,2618.46,5.49,-5.97
Digital Channels,2026-04-01,Tomcat,2,659.6,1.38,-2.58
Digital Channels,2026-04-01,Veeam Backup,1,71.86,0.15,-1.33
Digital Channels,2026-04-01,WebSphere Application Server,1,181.27,0.38,-4.05
Digital Channels,2026-04-01,Windows Server,1,513.73,1.08,-1.38
Digital Channels,2026-04-01,z/OS Connect,1,806.9,1.69,-4.82
Digital Channels,2026-05-01,Active Directory,2,466.69,0.98,-0.12
Digital Channels,2026-05-01,CICS Transaction Server,4,11934.06,25.08,0.03
Digital Channels,2026-05-01,COBOL Batch,3,8082.42,16.99,-1.1
Digital Channels,2026-05-01,Container Registry,1,307.71,0.65,2.09
Digital Channels,2026-05-01,Content Delivery,1,790.76,1.66,1.17
Digital Channels,2026-05-01,Data Warehouse,1,158.73,0.33,2.55
Digital Channels,2026-05-01,F5 Load Balancing,1,379.17,0.8,3.47
Digital Channels,2026-05-01,JCL Scheduler,1,4315.59,9.07,0.28
Digital Channels,2026-05-01,MQ for z/OS,2,4864.25,10.22,-0.81
Digital Channels,2026-05-01,Machine Learning Platform,1,167.58,0.35,0.27
Digital Channels,2026-05-01,Managed PostgreSQL,1,41.34,0.09,-3.5
Digital Channels,2026-05-01,Managed Redis,1,226.24,0.48,2.28
Digital Channels,2026-05-01,Nagios Monitoring,2,522.49,1.1,0.6
Digital Channels,2026-05-01,NetApp Storage,3,2358.29,4.96,1.56
Digital Channels,2026-05-01,Red Hat Enterprise Linux,1,52.0,0.11,-0.02
Digital Channels,2026-05-01,SMF Analytics,2,2801.3,5.89,-0.0
Digital Channels,2026-05-01,SQL Server,1,383.8,0.81,-4.63
Digital Channels,2026-05-01,Streaming Ingest,1,163.42,0.34,-0.95
Digital Channels,2026-05-01,Sysplex Coupling,2,4686.54,9.85,-1.74
Digital Channels,2026-05-01,Tape Virtualisation,1,2660.15,5.59,1.59
Digital Channels,2026-05-01,Tomcat,2,669.38,1.41,1.48
Digital Channels,2026-05-01,Veeam Backup,1,73.34,0.15,2.06
Digital Channels,2026-05-01,WebSphere Application Server,1,185.48,0.39,2.32
Digital Channels,2026-05-01,Windows Server,1,508.01,1.07,-1.11
Digital Channels,2026-05-01,z/OS Connect,1,780.08,1.64,-3.32
Digital Channels,2026-06-01,Active Directory,2,480.0,0.97,2.85
Digital Channels,2026-06-01,CICS Transaction Server,4,12726.14,25.61,6.64
Digital Channels,2026-06-01,COBOL Batch,3,8468.08,17.04,4.77
Digital Channels,2026-06-01,Container Registry,1,296.79,0.6,-3.55
Digital Channels,2026-06-01,Content Delivery,1,779.83,1.57,-1.38
Digital Channels,2026-06-01,Data Warehouse,1,157.4,0.32,-0.84
Digital Channels,2026-06-01,F5 Load Balancing,1,390.89,0.79,3.09
Digital Channels,2026-06-01,JCL Scheduler,1,4624.08,9.3,7.15
Digital Channels,2026-06-01,MQ for z/OS,2,4901.88,9.86,0.77
Digital Channels,2026-06-01,Machine Learning Platform,1,168.55,0.34,0.58
Digital Channels,2026-06-01,Managed PostgreSQL,1,42.19,0.08,2.06
Digital Channels,2026-06-01,Managed Redis,1,221.19,0.45,-2.23
Digital Channels,2026-06-01,Nagios Monitoring,2,522.86,1.05,0.07
Digital Channels,2026-06-01,NetApp Storage,3,2300.07,4.63,-2.47
Digital Channels,2026-06-01,Red Hat Enterprise Linux,1,51.9,0.1,-0.19
Digital Channels,2026-06-01,SMF Analytics,2,2832.59,5.7,1.12
Digital Channels,2026-06-01,SQL Server,1,385.44,0.78,0.43
Digital Channels,2026-06-01,Streaming Ingest,1,156.99,0.32,-3.93
Digital Channels,2026-06-01,Sysplex Coupling,2,5182.0,10.43,10.57
Digital Channels,2026-06-01,Tape Virtualisation,1,2779.35,5.59,4.48
Digital Channels,2026-06-01,Tomcat,2,655.92,1.32,-2.01
Digital Channels,2026-06-01,Veeam Backup,1,74.08,0.15,1.01
Digital Channels,2026-06-01,WebSphere Application Server,1,181.22,0.36,-2.3
Digital Channels,2026-06-01,Windows Server,1,495.01,1.0,-2.56
Digital Channels,2026-06-01,z/OS Connect,1,820.86,1.65,5.23
Digital Channels,2026-07-01,Active Directory,2,477.25,0.96,-0.57
Digital Channels,2026-07-01,CICS Transaction Server,4,12527.44,25.18,-1.56
Digital Channels,2026-07-01,COBOL Batch,3,8730.34,17.55,3.1
Digital Channels,2026-07-01,Container Registry,1,309.68,0.62,4.34
Digital Channels,2026-07-01,Content Delivery,1,782.5,1.57,0.34
Digital Channels,2026-07-01,Data Warehouse,1,166.83,0.34,5.99
Digital Channels,2026-07-01,F5 Load Balancing,1,409.96,0.82,4.88
Digital Channels,2026-07-01,JCL Scheduler,1,4401.22,8.85,-4.82
Digital Channels,2026-07-01,MQ for z/OS,2,5031.49,10.11,2.64
Digital Channels,2026-07-01,Machine Learning Platform,1,171.26,0.34,1.61
Digital Channels,2026-07-01,Managed PostgreSQL,1,43.28,0.09,2.58
Digital Channels,2026-07-01,Managed Redis,1,239.66,0.48,8.35
Digital Channels,2026-07-01,Nagios Monitoring,2,528.44,1.06,1.07
Digital Channels,2026-07-01,NetApp Storage,3,2395.28,4.81,4.14
Digital Channels,2026-07-01,Red Hat Enterprise Linux,1,53.58,0.11,3.24
Digital Channels,2026-07-01,SMF Analytics,2,2836.77,5.7,0.15
Digital Channels,2026-07-01,SQL Server,1,409.34,0.82,6.2
Digital Channels,2026-07-01,Streaming Ingest,1,160.27,0.32,2.09
Digital Channels,2026-07-01,Sysplex Coupling,2,5005.6,10.06,-3.4
Digital Channels,2026-07-01,Tape Virtualisation,1,2761.57,5.55,-0.64
Digital Channels,2026-07-01,Tomcat,2,690.4,1.39,5.26
Digital Channels,2026-07-01,Veeam Backup,1,74.75,0.15,0.9
Digital Channels,2026-07-01,WebSphere Application Server,1,192.35,0.39,6.14
Digital Channels,2026-07-01,Windows Server,1,521.96,1.05,5.44
Digital Channels,2026-07-01,z/OS Connect,1,829.2,1.67,1.02
Digital Channels,2026-08-01,Active Directory,2,475.84,0.98,-0.3
Digital Channels,2026-08-01,CICS Transaction Server,4,12021.2,24.81,-4.04
Digital Channels,2026-08-01,COBOL Batch,3,8392.28,17.32,-3.87
Digital Channels,2026-08-01,Container Registry,1,299.2,0.62,-3.38
Digital Channels,2026-08-01,Content Delivery,1,772.02,1.59,-1.34
Digital Channels,2026-08-01,Data Warehouse,1,160.36,0.33,-3.88
Digital Channels,2026-08-01,F5 Load Balancing,1,373.59,0.77,-8.87
Digital Channels,2026-08-01,JCL Scheduler,1,4488.97,9.26,1.99
Digital Channels,2026-08-01,MQ for z/OS,2,4910.03,10.13,-2.41
Digital Channels,2026-08-01,Machine Learning Platform,1,168.07,0.35,-1.86
Digital Channels,2026-08-01,Managed PostgreSQL,1,43.05,0.09,-0.53
Digital Channels,2026-08-01,Managed Redis,1,230.7,0.48,-3.74
Digital Channels,2026-08-01,Nagios Monitoring,2,521.33,1.08,-1.35
Digital Channels,2026-08-01,NetApp Storage,3,2402.34,4.96,0.29
Digital Channels,2026-08-01,Red Hat Enterprise Linux,1,53.72,0.11,0.26
Digital Channels,2026-08-01,SMF Analytics,2,2838.38,5.86,0.06
Digital Channels,2026-08-01,SQL Server,1,396.92,0.82,-3.03
Digital Channels,2026-08-01,Streaming Ingest,1,165.74,0.34,3.41
Digital Channels,2026-08-01,Sysplex Coupling,2,4779.43,9.86,-4.52
Digital Channels,2026-08-01,Tape Virtualisation,1,2699.16,5.57,-2.26
Digital Channels,2026-08-01,Tomcat,2,677.65,1.4,-1.85
Digital Channels,2026-08-01,Veeam Backup,1,74.0,0.15,-1.0
Digital Channels,2026-08-01,WebSphere Application Server,1,186.98,0.39,-2.79
Digital Channels,2026-08-01,Windows Server,1,522.35,1.08,0.07
Digital Channels,2026-08-01,z/OS Connect,1,808.22,1.67,-2.53
Digital Channels,2026-09-01,Active Directory,2,481.78,0.96,1.25
Digital Channels,2026-09-01,CICS Transaction Server,4,12756.16,25.33,6.11
Digital Channels,2026-09-01,COBOL Batch,3,8564.11,17.0,2.05
Digital Channels,2026-09-01,Container Registry,1,308.39,0.61,3.07
Digital Channels,2026-09-01,Content Delivery,1,770.22,1.53,-0.23
Digital Channels,2026-09-01,Data Warehouse,1,161.47,0.32,0.69
Digital Channels,2026-09-01,F5 Load Balancing,1,380.77,0.76,1.92
Digital Channels,2026-09-01,JCL Scheduler,1,4648.46,9.23,3.55
Digital Channels,2026-09-01,MQ for z/OS,2,5168.34,10.26,5.26
Digital Channels,2026-09-01,Machine Learning Platform,1,167.74,0.33,-0.2
Digital Channels,2026-09-01,Managed PostgreSQL,1,42.96,0.09,-0.21
Digital Channels,2026-09-01,Managed Redis,1,223.43,0.44,-3.15
Digital Channels,2026-09-01,Nagios Monitoring,2,511.32,1.02,-1.92
Digital Channels,2026-09-01,NetApp Storage,3,2296.84,4.56,-4.39
Digital Channels,2026-09-01,Red Hat Enterprise Linux,1,51.24,0.1,-4.62
Digital Channels,2026-09-01,SMF Analytics,2,2975.73,5.91,4.84
Digital Channels,2026-09-01,SQL Server,1,406.01,0.81,2.29
Digital Channels,2026-09-01,Streaming Ingest,1,162.71,0.32,-1.83
Digital Channels,2026-09-01,Sysplex Coupling,2,5232.42,10.39,9.48
Digital Channels,2026-09-01,Tape Virtualisation,1,2789.46,5.54,3.35
Digital Channels,2026-09-01,Tomcat,2,676.57,1.34,-0.16
Digital Channels,2026-09-01,Veeam Backup,1,71.93,0.14,-2.8
Digital Channels,2026-09-01,WebSphere Application Server,1,181.81,0.36,-2.77
Digital Channels,2026-09-01,Windows Server,1,503.32,1.0,-3.64
Digital Channels,2026-09-01,z/OS Connect,1,831.65,1.65,2.9
Finance,2025-10-01,API Gateway,3,548.9,1.24,
Finance,2025-10-01,Active Directory,3,868.01,1.97,
Finance,2025-10-01,Block Storage,1,260.01,0.59,
Finance,2025-10-01,Content Delivery,2,481.14,1.09,
Finance,2025-10-01,Db2 for z/OS,2,6157.07,13.96,
Finance,2025-10-01,IMS Transaction Manager,1,7519.15,17.04,
Finance,2025-10-01,JCL Scheduler,1,2010.33,4.56,
Finance,2025-10-01,Kubernetes Service,2,155.12,0.35,
Finance,2025-10-01,Log Analytics,1,138.56,0.31,
Finance,2025-10-01,Machine Learning Platform,2,283.56,0.64,
Finance,2025-10-01,Managed PostgreSQL,4,1061.73,2.41,
Finance,2025-10-01,Managed Redis,1,61.1,0.14,
Finance,2025-10-01,Nagios Monitoring,1,262.09,0.59,
Finance,2025-10-01,Object Storage,3,392.33,0.89,
Finance,2025-10-01,Red Hat Enterprise Linux,1,121.3,0.27,
Finance,2025-10-01,SQL Server,3,571.27,1.29,
Finance,2025-10-01,Secrets Manager,2,449.62,1.02,
Finance,2025-10-01,Sysplex Coupling,1,8354.18,18.94,
Finance,2025-10-01,Tape Virtualisation,2,5966.89,13.52,
Finance,2025-10-01,VSAM Storage,1,2127.78,4.82,
Finance,2025-10-01,WebSphere Application Server,1,631.24,1.43,
Finance,2025-10-01,Windows Server,1,100.3,0.23,
Finance,2025-10-01,z/OS Connect,1,5596.42,12.69,
Finance,2025-11-01,API Gateway,3,518.49,1.28,-5.54
Finance,2025-11-01,Active Directory,3,779.85,1.93,-10.16
Finance,2025-11-01,Block Storage,1,239.25,0.59,-7.98
Finance,2025-11-01,Content Delivery,2,442.43,1.09,-8.05
Finance,2025-11-01,Db2 for z/OS,2,5580.11,13.78,-9.37
Finance,2025-11-01,IMS Transaction Manager,1,6929.61,17.11,-7.84
Finance,2025-11-01,JCL Scheduler,1,1818.98,4.49,-9.52
Finance,2025-11-01,Kubernetes Service,2,144.05,0.36,-7.14
Finance,2025-11-01,Log Analytics,1,131.45,0.32,-5.13
Finance,2025-11-01,Machine Learning Platform,2,257.11,0.63,-9.33
Finance,2025-11-01,Managed PostgreSQL,4,1006.86,2.49,-5.17
Finance,2025-11-01,Managed Redis,1,55.94,0.14,-8.45
Finance,2025-11-01,Nagios Monitoring,1,246.11,0.61,-6.1
Finance,2025-11-01,Object Storage,3,369.39,0.91,-5.85
Finance,2025-11-01,Red Hat Enterprise Linux,1,113.44,0.28,-6.48
Finance,2025-11-01,SQL Server,3,539.11,1.33,-5.63
Finance,2025-11-01,Secrets Manager,2,421.69,1.04,-6.21
Finance,2025-11-01,Sysplex Coupling,1,7609.46,18.79,-8.91
Finance,2025-11-01,Tape Virtualisation,2,5495.81,13.57,-7.89
Finance,2025-11-01,VSAM Storage,1,2016.08,4.98,-5.25
Finance,2025-11-01,WebSphere Application Server,1,577.98,1.43,-8.44
Finance,2025-11-01,Windows Server,1,99.25,0.25,-1.05
Finance,2025-11-01,z/OS Connect,1,5100.35,12.6,-8.86
Finance,2025-12-01,API Gateway,3,547.39,1.21,5.57
Finance,2025-12-01,Active Directory,3,839.31,1.86,7.62
Finance,2025-12-01,Block Storage,1,248.1,0.55,3.7
Finance,2025-12-01,Content Delivery,2,482.87,1.07,9.14
Finance,2025-12-01,Db2 for z/OS,2,6370.44,14.09,14.16
Finance,2025-12-01,IMS Transaction Manager,1,7994.66,17.69,15.37
Finance,2025-12-01,JCL Scheduler,1,2010.1,4.45,10.51
Finance,2025-12-01,Kubernetes Service,2,152.43,0.34,5.82
Finance,2025-12-01,Log Analytics,1,138.07,0.31,5.04
Finance,2025-12-01,Machine Learning Platform,2,273.55,0.61,6.39
Finance,2025-12-01,Managed PostgreSQL,4,1056.14,2.34,4.89
Finance,2025-12-01,Managed Redis,1,60.67,0.13,8.46
Finance,2025-12-01,Nagios Monitoring,1,256.0,0.57,4.02
Finance,2025-12-01,Object Storage,3,404.95,0.9,9.63
Finance,2025-12-01,Red Hat Enterprise Linux,1,118.26,0.26,4.25
Finance,2025-12-01,SQL Server,3,564.92,1.25,4.79
Finance,2025-12-01,Secrets Manager,2,461.92,1.02,9.54
Finance,2025-12-01,Sysplex Coupling,1,8053.16,17.82,5.83
Finance,2025-12-01,Tape Virtualisation,2,6378.98,14.11,16.07
Finance,2025-12-01,VSAM Storage,1,2203.63,4.87,9.3
Finance,2025-12-01,WebSphere Application Server,1,603.44,1.33,4.4
Finance,2025-12-01,Windows Server,1,101.89,0.23,2.66
Finance,2025-12-01,z/OS Connect,1,5881.81,13.01,15.32
Finance,2026-01-01,API Gateway,3,549.19,1.29,0.33
Finance,2026-01-01,Active Directory,3,851.01,2.0,1.39
Finance,2026-01-01,Block Storage,1,255.63,0.6,3.04
Finance,2026-01-01,Content Delivery,2,472.42,1.11,-2.16
Finance,2026-01-01,Db2 for z/OS,2,6120.39,14.41,-3.93
Finance,2026-01-01,IMS Transaction Manager,1,7287.38,17.16,-8.85
Finance,2026-01-01,JCL Scheduler,1,1955.3,4.61,-2.73
Finance,2026-01-01,Kubernetes Service,2,156.78,0.37,2.85
Finance,2026-01-01,Log Analytics,1,133.1,0.31,-3.6
Finance,2026-01-01,Machine Learning Platform,2,265.19,0.62,-3.06
Finance,2026-01-01,Managed PostgreSQL,4,1055.51,2.49,-0.06
Finance,2026-01-01,Managed Redis,1,58.39,0.14,-3.76
Finance,2026-01-01,Nagios Monitoring,1,254.75,0.6,-0.49
Finance,2026-01-01,Object Storage,3,397.21,0.94,-1.91
Finance,2026-01-01,Red Hat Enterprise Linux,1,120.64,0.28,2.01
Finance,2026-01-01,SQL Server,3,559.96,1.32,-0.88
Finance,2026-01-01,Secrets Manager,2,455.77,1.07,-1.33
Finance,2026-01-01,Sysplex Coupling,1,7914.49,18.64,-1.72
Finance,2026-01-01,Tape Virtualisation,2,5716.47,13.46,-10.39
Finance,2026-01-01,VSAM Storage,1,2007.97,4.73,-8.88
Finance,2026-01-01,WebSphere Application Server,1,613.66,1.45,1.69
Finance,2026-01-01,Windows Server,1,99.96,0.24,-1.89
Finance,2026-01-01,z/OS Connect,1,5158.03,12.15,-12.31
Finance,2026-02-01,API Gateway,3,484.74,1.25,-11.74
Finance,2026-02-01,Active Directory,3,764.63,1.98,-10.15
Finance,2026-02-01,Block Storage,1,219.78,0.57,-14.02
