declaration_id,member_id,authority,register_held_by,ward,role,committee,declaration_category,declaration_detail,withheld,registered_date,last_updated_date
D-001242,M-00399,St Ives Town Council,Huntingdonshire District Council,St Neots East,Councillor,Planning,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-04-14,2026-01-16
D-001243,M-00399,St Ives Town Council,Huntingdonshire District Council,St Neots East,Councillor,Health and Wellbeing,Land and property in the area,Land and property in the area declared in the register,False,2024-10-10,2025-09-20
D-001244,M-00399,St Ives Town Council,Huntingdonshire District Council,St Neots East,Councillor,Employment,Trade union membership,Trade union membership declared in the register,False,2023-05-08,2024-02-21
D-001245,M-00400,St Ives Town Council,Huntingdonshire District Council,Huntingdon North,Mayor,Audit and Governance,Trade union membership,Trade union membership declared in the register,False,2025-01-22,2025-11-16
D-001246,M-00400,St Ives Town Council,Huntingdonshire District Council,Huntingdon North,Mayor,(none),Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-05-23,2024-05-21
D-001247,M-00400,St Ives Town Council,Huntingdonshire District Council,Huntingdon North,Mayor,Health and Wellbeing,Membership of a political party,Membership of a political party declared in the register,False,2024-02-03,2024-12-02
D-001248,M-00401,Huntingdonshire District Council,Huntingdonshire District Council,St Ives West,Councillor,Overview and Scrutiny,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-08-23,2025-09-20
D-001249,M-00401,Huntingdonshire District Council,Huntingdonshire District Council,St Ives West,Councillor,Finance,"Employment, office, trade or profession",Employment declared in the register,False,2025-08-20,2025-09-14
D-001250,M-00401,Huntingdonshire District Council,Huntingdonshire District Council,St Ives West,Councillor,Licensing,Corporate tenancies,Corporate tenancies declared in the register,False,2025-02-16,2026-01-12
D-001251,M-00401,Huntingdonshire District Council,Huntingdonshire District Council,St Ives West,Councillor,Planning,Sponsorship,Sponsorship declared in the register,False,2025-07-30,2026-06-27
D-001252,M-00402,Huntingdonshire District Council,Huntingdonshire District Council,Godmanchester,Councillor,Corporate Governance,Sponsorship,Sponsorship declared in the register,False,2023-05-08,2023-10-29
D-001253,M-00402,Huntingdonshire District Council,Huntingdonshire District Council,Godmanchester,Councillor,Finance,Land and property in the area,Land and property in the area declared in the register,False,2025-05-19,2026-04-24
D-001254,M-00403,Huntingdonshire District Council,Huntingdonshire District Council,Alconbury,Councillor,Environment,Land and property in the area,Land and property in the area declared in the register,False,2025-07-25,2025-12-13
D-001255,M-00403,Huntingdonshire District Council,Huntingdonshire District Council,Alconbury,Councillor,Environment,Contracts with the authority,Contracts with the authority declared in the register,False,2024-10-14,2025-10-19
D-001256,M-00403,Huntingdonshire District Council,Huntingdonshire District Council,Alconbury,Councillor,Licensing,Contracts with the authority,Contracts with the authority declared in the register,False,2024-11-25,2025-02-01
D-001257,M-00404,Huntingdonshire District Council,Huntingdonshire District Council,Ramsey,Councillor,Planning,Securities,Securities declared in the register,False,2024-04-06,2024-11-30
D-001258,M-00405,Ramsey Town Council,Huntingdonshire District Council,Hemingfords,Councillor,Employment,Membership of a political party,Membership of a political party declared in the register,False,2025-01-21,2025-04-20
D-001259,M-00405,Ramsey Town Council,Huntingdonshire District Council,Hemingfords,Councillor,Audit and Governance,Sensitive interest (withheld under s.32),,True,2024-06-16,2024-09-25
D-001260,M-00405,Ramsey Town Council,Huntingdonshire District Council,Hemingfords,Councillor,Standards,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-07-01,2025-08-31
D-001261,M-00406,St Ives Town Council,Huntingdonshire District Council,Godmanchester,Councillor,Licensing,Securities,Securities declared in the register,False,2024-06-20,2025-06-26
D-001262,M-00407,St Ives Town Council,Huntingdonshire District Council,Godmanchester,Councillor,(none),"Employment, office, trade or profession",Employment declared in the register,False,2024-02-25,2025-02-13
D-001263,M-00407,St Ives Town Council,Huntingdonshire District Council,Godmanchester,Councillor,Employment,Licences to occupy land,Licences to occupy land declared in the register,False,2024-08-23,2025-05-19
D-001264,M-00408,South Cambridgeshire District Council,South Cambridgeshire District Council,St Ives South,Councillor,(none),Sponsorship,Sponsorship declared in the register,False,2023-05-14,2024-03-15
D-001265,M-00408,South Cambridgeshire District Council,South Cambridgeshire District Council,St Ives South,Councillor,Licensing,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-06-22,2026-06-26
D-001266,M-00408,South Cambridgeshire District Council,South Cambridgeshire District Council,St Ives South,Councillor,Licensing,Licences to occupy land,Licences to occupy land declared in the register,False,2024-12-15,2025-06-20
D-001267,M-00409,Huntingdon Town Council,Huntingdonshire District Council,St Ives South,Councillor,Planning,Trade union membership,Trade union membership declared in the register,False,2025-01-07,2025-12-17
D-001268,M-00409,Huntingdon Town Council,Huntingdonshire District Council,St Ives South,Councillor,Licensing,Land and property in the area,Land and property in the area declared in the register,False,2024-07-03,2024-10-04
D-001269,M-00409,Huntingdon Town Council,Huntingdonshire District Council,St Ives South,Councillor,Corporate Governance,Sensitive interest (withheld under s.32),,True,2023-08-25,2023-11-12
D-001270,M-00409,Huntingdon Town Council,Huntingdonshire District Council,St Ives South,Councillor,Standards,Contracts with the authority,Contracts with the authority declared in the register,False,2024-06-08,2025-02-20
D-001271,M-00409,Huntingdon Town Council,Huntingdonshire District Council,St Ives South,Councillor,Licensing,Trade union membership,Trade union membership declared in the register,False,2024-02-07,2024-11-12
D-001272,M-00410,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon East,Councillor,Employment,Membership of a political party,Membership of a political party declared in the register,False,2023-12-11,2024-03-25
D-001273,M-00410,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon East,Councillor,Health and Wellbeing,Membership of a political party,Membership of a political party declared in the register,False,2024-04-15,2024-12-02
D-001274,M-00410,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon East,Councillor,Health and Wellbeing,Membership of a political party,Membership of a political party declared in the register,False,2024-08-06,2024-10-30
D-001275,M-00410,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon East,Councillor,Corporate Governance,Land and property in the area,Land and property in the area declared in the register,False,2025-02-08,2025-05-29
D-001276,M-00410,Cambridgeshire County Council,Cambridgeshire County Council,Huntingdon East,Councillor,Employment,Directorship,Directorship declared in the register,False,2023-09-21,2024-09-14
D-001277,M-00411,Cambridgeshire County Council,Cambridgeshire County Council,Fenstanton,Cabinet Member,Audit and Governance,Licences to occupy land,Licences to occupy land declared in the register,False,2024-04-14,2025-01-17
D-001278,M-00411,Cambridgeshire County Council,Cambridgeshire County Council,Fenstanton,Cabinet Member,Planning,Land and property in the area,Land and property in the area declared in the register,False,2023-05-19,2023-12-21
D-001279,M-00411,Cambridgeshire County Council,Cambridgeshire County Council,Fenstanton,Cabinet Member,Finance,Corporate tenancies,Corporate tenancies declared in the register,False,2025-04-12,2025-07-21
D-001280,M-00411,Cambridgeshire County Council,Cambridgeshire County Council,Fenstanton,Cabinet Member,(none),Securities,Securities declared in the register,False,2025-08-25,2025-09-29
D-001281,M-00411,Cambridgeshire County Council,Cambridgeshire County Council,Fenstanton,Cabinet Member,Finance,Securities,Securities declared in the register,False,2023-07-07,2023-12-26
D-001282,M-00412,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon North,Councillor,Audit and Governance,"Employment, office, trade or profession",Employment declared in the register,False,2024-01-28,2024-12-04
D-001283,M-00412,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon North,Councillor,Overview and Scrutiny,Trade union membership,Trade union membership declared in the register,False,2025-06-05,2026-06-20
D-001284,M-00412,South Cambridgeshire District Council,South Cambridgeshire District Council,Huntingdon North,Councillor,Licensing,Licences to occupy land,Licences to occupy land declared in the register,False,2025-02-28,2025-12-24
D-001285,M-00413,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Councillor,Corporate Governance,"Employment, office, trade or profession",Employment declared in the register,False,2024-02-14,2024-08-27
D-001286,M-00413,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Councillor,Overview and Scrutiny,Corporate tenancies,Corporate tenancies declared in the register,False,2025-03-03,2025-08-08
D-001287,M-00413,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Councillor,Overview and Scrutiny,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-12-21,2025-06-15
D-001288,M-00413,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Councillor,Audit and Governance,Directorship,Directorship declared in the register,False,2024-12-15,2025-03-19
D-001289,M-00413,South Cambridgeshire District Council,South Cambridgeshire District Council,Yaxley,Councillor,(none),Membership of a political party,Membership of a political party declared in the register,False,2024-11-08,2025-12-10
